land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,wall_fence,room_size,property_value
144,133,1,1,0,0,0,0,0,1,90954
252,219,5,4,1,1,1,1,1,2,232066
143,142,1,1,1,0,0,0,0,1,97666
310,275,4,4,1,1,1,1,1,2,292658
295,291,5,2,1,0,1,1,1,2,241445
368,331,6,6,1,1,1,1,1,2,338804
101,96,1,1,0,0,0,0,0,0,80127
285,269,5,5,1,1,1,1,1,1,235851
140,127,1,2,1,0,0,0,0,0,90166
166,149,3,1,1,1,0,0,0,0,117435
503,477,7,4,1,1,1,1,1,2,435451
126,115,2,2,0,1,0,1,0,0,119442
711,573,8,6,1,1,1,1,1,2,571973
213,188,3,1,1,0,0,0,0,0,138123
156,152,3,1,1,0,0,1,1,2,142196
212,209,3,1,0,0,0,1,0,0,156903
199,170,3,4,1,1,0,0,0,0,145471
431,413,6,5,1,1,1,1,1,2,384235
215,190,3,1,1,1,1,0,1,2,196649
271,260,4,2,0,1,1,1,0,2,215829
124,109,1,1,1,0,0,0,0,0,89749
144,134,1,2,0,0,0,0,0,1,100634
268,258,4,5,1,1,1,0,1,1,222078
286,268,4,4,1,1,1,1,0,1,237795
138,134,2,1,0,0,0,1,0,0,127755
161,160,3,1,1,0,1,0,1,0,119799
312,298,5,3,1,1,1,1,1,2,280951
323,297,5,2,1,1,1,1,1,1,286871
250,233,4,5,1,1,0,1,1,1,222390
200,189,3,4,1,1,0,1,1,0,165674
255,235,4,2,1,1,1,1,1,1,223206
126,117,1,1,0,0,0,0,1,0,88569
201,184,3,3,0,1,0,0,0,0,145079
169,162,2,3,0,1,0,0,0,0,143693
164,159,3,1,1,0,0,0,1,2,163842
186,178,2,2,0,1,0,1,0,0,146814
356,325,5,2,1,1,1,1,1,1,308820
130,129,2,3,1,0,1,0,0,0,97558
539,532,8,8,1,1,1,1,1,3,427263
198,196,3,1,0,0,0,0,1,2,155167
296,283,4,2,1,1,1,1,1,2,267710
336,295,5,4,1,1,1,1,1,2,287443
122,122,1,2,0,0,0,0,0,0,81817
234,199,5,3,1,1,1,1,1,2,219751
265,240,5,3,1,1,1,1,1,1,232806
190,188,4,5,1,1,1,1,1,2,167133
291,274,5,3,1,1,1,1,1,1,246247
239,230,3,1,1,1,0,1,0,2,207221
310,269,5,2,1,1,1,1,1,2,307616
411,388,7,5,1,1,1,1,1,2,346824
673,664,8,9,1,1,1,1,1,2,559431
170,163,3,3,0,0,1,0,1,2,133385
310,280,4,5,1,1,1,0,1,2,259450
172,157,3,1,1,1,1,0,1,1,158872
160,154,3,4,1,1,1,0,0,2,131530
519,442,7,4,1,1,1,1,1,2,430990
277,251,4,4,0,1,1,1,1,1,233829
188,165,3,3,1,1,0,0,0,0,153127
272,238,5,4,1,1,1,1,1,1,236609
172,167,2,1,0,0,0,1,0,1,126213
106,98,1,1,1,1,0,0,0,1,88443
250,226,5,5,1,1,1,1,1,1,237947
227,206,3,3,0,1,0,1,1,2,196023
472,410,7,4,1,1,1,1,1,2,404378
238,208,3,1,0,1,0,1,1,1,204049
211,199,3,3,0,0,1,0,0,2,138650
538,530,7,4,1,1,1,1,1,3,405810
211,197,3,1,1,1,1,0,0,1,154336
168,148,2,1,0,1,0,1,1,1,137104
349,333,6,5,1,1,1,1,1,2,301620
153,151,2,3,1,0,0,1,0,1,116012
179,177,3,2,0,0,0,1,1,0,162499
290,281,4,3,1,1,1,1,1,2,262037
343,322,5,2,1,1,0,0,1,1,253516
305,274,5,2,1,1,1,1,1,2,275210
122,110,1,1,1,0,1,0,0,0,94101
138,129,2,2,0,1,0,0,1,1,104330
355,314,5,3,1,1,1,1,1,1,302169
135,135,1,1,1,0,0,0,0,1,91917
128,119,1,2,1,0,0,0,1,1,102605
325,317,5,5,1,1,1,1,1,2,258400
753,617,8,5,1,1,1,1,1,3,570266
133,121,1,2,0,0,0,0,0,1,100644
199,186,3,2,1,1,0,0,0,1,150219
197,183,3,4,1,1,0,0,1,0,186081
286,246,4,4,1,1,1,1,1,1,252378
279,261,4,4,1,1,1,1,1,1,225691
251,247,4,5,1,1,1,0,1,2,207820
265,252,4,2,1,1,1,1,1,1,233181
299,282,5,2,1,1,1,1,1,2,249093
458,452,7,5,1,1,1,1,1,2,386837
146,146,2,2,0,0,0,0,1,1,108738
179,167,3,1,1,1,0,1,0,2,141408
289,250,4,5,1,1,1,1,1,2,262797
336,298,5,5,0,1,1,1,1,1,328328
172,149,2,3,1,1,1,0,0,2,170631
180,164,2,2,0,1,0,1,0,2,164979
215,213,3,1,1,0,0,1,0,2,162640
214,185,4,4,1,1,1,1,1,2,202602
339,325,6,4,1,1,1,1,0,1,236739
287,287,4,2,1,1,1,1,1,2,252390
292,253,4,4,1,1,1,1,0,1,261923
342,309,5,3,1,1,0,1,1,2,332961
293,288,4,4,1,1,1,1,0,2,247760
206,206,4,3,1,0,0,1,1,2,170082
230,201,4,3,1,1,1,1,1,2,215228
154,150,3,3,1,0,0,0,0,1,111784
238,225,5,3,1,1,1,1,1,1,221549
403,343,6,7,1,1,1,1,1,1,353188
240,236,3,1,1,0,0,0,1,1,171692
133,127,1,1,0,1,0,0,0,1,102403
203,192,3,4,1,1,1,0,0,2,156638
128,117,2,2,0,0,0,0,1,2,116731
220,191,3,4,1,1,1,0,0,0,166460
182,165,2,2,0,0,0,0,0,1,123878
300,256,5,3,1,1,1,1,1,1,252541
191,173,4,3,0,1,1,1,1,1,178892
366,365,6,4,1,1,1,1,1,2,308111
423,389,7,8,1,1,1,1,1,3,334047
215,205,4,3,1,1,1,1,0,1,185413
110,106,1,2,0,0,0,0,0,1,77710
197,182,4,5,1,1,1,1,1,1,176250
212,181,4,4,1,1,1,0,0,2,167269
203,194,3,1,1,1,1,0,0,2,150890
141,124,2,3,0,1,1,0,1,2,122629
178,157,3,3,1,1,0,0,0,2,129521
304,300,4,5,0,0,1,1,1,2,256917
221,197,3,3,0,1,0,0,1,1,165729
217,210,3,3,1,1,1,0,0,2,161794
290,283,4,4,1,1,1,1,0,2,232787
358,346,5,4,1,1,1,1,1,1,314342
111,111,1,2,1,0,0,0,0,0,64785
240,224,3,1,1,1,0,0,0,1,174140
360,313,5,4,1,1,1,1,1,1,312486
325,315,5,2,1,1,1,1,1,1,269952
224,193,3,3,1,1,0,0,0,0,151854
237,206,5,3,1,1,1,1,0,2,187749
122,111,1,1,0,0,0,0,0,1,87484
215,211,3,3,1,0,0,1,0,1,171550
140,119,1,2,1,1,0,0,1,0,119243
227,194,4,2,0,1,1,0,1,1,203401
186,178,3,1,1,1,0,1,0,0,146941
239,225,4,2,1,1,1,0,1,1,184469
187,185,2,1,0,0,0,0,1,1,152174
186,165,3,3,0,1,0,0,0,1,136595
206,196,3,4,1,1,0,0,1,0,168363
237,210,4,4,1,1,1,1,1,2,225388
528,512,7,7,1,1,1,1,1,2,420554
261,236,4,2,1,1,1,1,1,1,235040
279,244,4,3,1,1,1,1,0,1,210409
285,283,5,3,1,1,1,1,1,1,249451
105,96,1,1,0,0,0,0,0,1,73129
174,166,3,4,1,1,1,0,0,0,127793
174,164,3,1,1,1,0,1,0,0,136419
359,354,6,5,1,1,0,1,1,3,296273
301,283,4,2,1,1,1,1,1,2,275855
126,122,1,2,1,0,0,0,0,1,85803
217,186,3,4,0,0,0,1,0,0,151699
263,248,4,4,0,1,0,1,1,2,228873
232,202,5,3,1,1,1,1,1,1,214906
657,576,8,6,1,1,1,1,1,3,523181
158,150,3,4,1,0,1,0,1,0,157876
275,259,5,4,1,1,1,1,0,2,236160
192,167,3,1,1,1,0,0,1,1,159336
255,220,4,2,1,1,1,1,1,1,226982
153,149,2,1,0,0,1,0,0,2,105247
312,310,5,3,1,1,1,1,1,1,293323
148,143,1,2,1,0,0,0,0,1,112968
207,201,3,1,0,1,0,0,1,0,160226
166,147,2,1,1,1,1,0,1,0,130327
272,238,5,5,1,1,1,1,1,2,234164
194,180,4,3,1,1,1,1,1,1,173819
309,268,4,5,1,1,1,1,1,1,260525
157,152,3,1,1,0,1,0,0,2,141145
412,364,7,5,1,1,1,1,1,3,357334
238,215,4,4,1,1,1,1,1,2,222265
465,454,6,6,1,1,1,1,1,2,407490
101,99,1,2,1,0,0,0,0,1,72995
160,145,2,2,0,1,1,0,0,2,132281
264,243,4,5,1,1,1,0,1,2,221311
126,117,1,1,1,1,0,0,0,1,81749
125,107,1,2,1,0,0,0,0,0,77617
253,244,4,4,1,1,1,1,0,1,212143
323,299,5,2,1,1,1,1,1,2,268702
178,169,3,2,0,0,1,0,1,0,124489
134,122,2,2,0,0,0,0,1,0,102144
409,382,7,4,1,1,1,1,1,2,355287
200,192,3,3,1,1,0,1,1,0,179424
211,196,4,3,1,1,1,1,0,2,179395
132,129,1,2,1,0,0,1,0,0,108920
246,210,4,2,1,1,1,0,1,1,211472
325,309,6,5,1,1,1,1,1,3,277959
199,196,3,1,1,0,1,0,1,1,155456
237,212,4,4,1,1,1,1,1,1,215137
196,190,4,5,1,1,1,0,0,1,150084
239,236,3,4,1,0,0,1,0,0,195686
270,254,5,5,1,1,1,1,1,1,226404
446,427,6,6,0,1,1,1,1,2,363538
287,257,5,2,1,1,1,1,1,1,249352
222,190,4,2,0,1,0,1,1,1,187634
116,110,1,1,0,1,0,0,1,0,97276
193,174,3,4,1,0,0,0,1,0,150978
700,623,8,8,1,1,1,1,1,2,575651
269,267,5,5,1,1,1,1,1,2,245521
532,460,7,5,1,1,1,1,1,3,436001
277,260,5,2,1,1,1,1,0,2,233220
512,512,7,6,1,1,1,1,1,2,403584
213,183,3,4,1,1,0,1,0,1,167506
299,273,4,5,1,1,1,1,1,1,233693
141,120,1,1,0,0,0,0,0,1,87808
217,194,3,1,1,0,1,0,1,0,179312
288,260,4,2,1,1,1,1,1,1,222813
180,168,2,1,1,1,0,0,0,1,136634
335,297,5,3,1,1,1,1,1,1,294798
194,190,3,4,1,0,0,0,0,0,139967
606,566,8,9,1,1,1,1,1,3,483978
152,143,3,3,1,1,0,0,0,2,109736
359,314,5,4,1,1,1,1,1,2,320441
415,354,6,5,1,1,1,1,1,2,357916
126,111,1,1,1,1,0,0,1,0,106350
141,138,1,2,0,0,0,0,1,0,109348
490,473,7,7,1,1,1,1,1,2,419141
217,185,4,3,1,1,1,1,1,2,192282
200,194,4,3,1,1,1,0,1,2,164541
213,185,4,5,1,1,1,1,0,2,180655
206,183,4,4,1,1,1,1,1,2,212961
228,208,4,5,1,1,1,0,1,2,194786
105,98,1,1,0,1,0,0,1,0,88563
280,241,4,2,1,1,1,1,0,2,249468
544,539,7,5,1,1,1,1,1,3,421143
351,300,6,4,1,1,1,1,0,2,306299
415,383,6,4,1,1,1,1,1,3,351013
133,124,2,2,1,1,0,0,0,1,111521
198,170,3,2,1,1,0,1,0,1,174045
267,259,5,3,1,1,1,1,1,2,233710
176,153,3,1,1,0,0,1,0,2,140678
266,238,4,2,0,1,1,1,0,1,211315
234,230,4,5,0,0,1,1,0,1,180371
267,260,5,5,0,1,1,1,1,2,242006
227,223,3,1,1,0,0,0,0,1,159606
247,214,4,2,1,1,1,1,0,2,226292
157,142,2,1,0,1,0,1,0,1,112508
183,183,3,3,0,0,1,0,1,2,132596
206,177,3,1,1,1,0,1,0,2,191433
252,246,4,4,0,1,1,1,1,2,205978
272,232,4,5,1,1,0,1,1,1,244398
355,345,5,3,1,1,1,0,1,1,287204
192,169,4,3,1,1,1,1,1,1,184686
101,101,1,1,1,0,0,0,0,0,77741
217,217,4,2,1,0,1,0,1,1,185908
210,210,4,5,1,1,1,1,1,1,180544
239,218,4,5,1,1,0,1,1,1,222635
187,179,3,4,0,1,0,0,0,1,130966
123,122,1,2,1,0,0,0,0,0,93587
412,381,6,5,1,1,1,1,1,1,370926
257,244,4,4,1,1,1,0,1,2,249099
318,277,5,5,1,1,1,1,1,2,283019
130,127,1,1,1,0,0,0,0,0,89849
203,185,4,5,1,1,1,1,1,1,188605
186,170,2,1,1,1,0,0,0,1,147111
205,202,3,2,0,0,0,1,0,2,157333
191,176,4,5,1,1,1,1,0,2,168840
230,199,4,5,1,1,0,1,1,1,198012
200,180,3,2,1,1,1,0,0,1,147480
161,137,3,1,0,1,1,0,0,2,122470
256,218,4,3,1,1,1,1,0,2,235458
250,239,5,3,1,1,1,1,1,1,239595
330,329,5,2,1,1,1,1,1,2,280836
284,263,4,2,1,1,0,1,1,2,261532
346,343,6,5,1,1,1,1,1,3,280232
127,122,1,1,1,0,0,0,0,1,99751
214,212,3,3,0,0,1,0,1,1,157849
153,143,2,3,0,0,0,1,0,0,117127
153,150,3,3,1,0,1,0,1,1,115231
200,178,3,2,1,1,0,1,0,1,143403
106,100,1,1,0,1,0,0,1,0,77829
213,201,4,5,1,1,1,1,0,1,175500
191,186,4,5,1,0,1,1,0,1,159816
282,243,5,3,1,1,1,1,1,1,244624
237,217,3,2,0,1,0,0,0,2,170526
287,279,4,5,1,1,1,1,0,2,226183
119,106,1,2,0,0,0,0,1,1,88061
276,276,5,4,0,1,1,1,1,1,231150
110,99,1,2,1,1,1,0,0,2,89115
527,525,7,5,1,1,1,1,1,2,427510
153,144,3,3,1,1,1,0,1,2,129197
197,182,4,2,1,1,0,1,1,1,178444
274,270,4,3,1,0,1,1,0,1,208888
156,144,2,2,0,0,0,1,0,2,118506
143,142,2,2,1,0,0,0,0,0,113519
207,201,4,3,0,1,0,1,1,1,192900
262,256,5,5,1,1,1,1,1,1,231731
267,247,4,4,1,1,1,1,1,1,235889
143,123,1,2,0,1,0,0,0,0,117190
276,261,5,5,1,1,1,1,1,2,229830
233,204,3,4,0,1,0,0,0,2,174365
282,281,5,5,1,1,1,1,1,2,254536
302,269,5,5,1,1,1,1,1,2,261409
456,424,6,5,1,1,1,1,1,3,389654
130,114,1,2,0,1,0,0,0,0,105471
183,170,2,3,0,1,1,0,0,2,145231
270,265,5,3,1,1,1,1,0,2,214657
148,133,1,2,0,1,0,0,0,1,110786
144,126,2,1,0,1,0,0,0,0,91769
270,232,5,3,1,1,1,1,1,2,236057
201,177,3,4,1,1,0,0,0,1,140992
254,234,5,3,1,1,1,1,1,2,225101
293,265,5,4,1,1,1,1,1,1,253492
259,243,4,3,1,1,1,1,1,2,221293
309,282,5,4,1,1,1,1,1,2,272968
236,202,3,2,0,0,0,0,1,1,179155
251,218,5,4,1,1,1,1,1,1,238501
270,264,5,3,1,1,0,1,0,2,208018
228,227,3,3,1,0,0,0,0,2,189498
222,211,4,4,1,1,1,1,0,2,185210
257,256,4,5,0,1,1,1,1,1,222934
352,321,5,5,1,1,1,1,0,2,272577
283,283,4,2,1,1,1,1,1,1,240156
310,293,4,3,1,1,0,1,1,2,262886
465,429,6,4,0,1,1,1,0,3,339214
156,155,2,2,1,0,1,0,0,1,103834
267,257,4,5,0,1,1,1,0,1,198016
298,259,4,2,1,1,1,1,1,1,277649
307,291,6,6,1,1,1,1,1,2,272120
331,320,5,2,1,1,1,1,1,1,271306
284,254,5,2,1,1,1,1,1,2,254019
160,157,2,2,0,0,1,0,0,1,110604
303,262,4,5,1,1,1,1,1,2,302493
312,308,5,2,1,0,1,1,1,1,294131
240,209,5,4,0,1,1,1,0,2,192655
164,156,2,1,0,1,1,0,0,0,116631
620,539,8,7,1,1,1,1,1,2,523059
135,125,1,2,0,0,0,0,0,0,79061
196,194,4,5,1,0,1,1,0,1,163432
305,281,5,4,1,1,0,1,1,2,265640
188,173,2,1,1,1,0,0,0,0,132721
307,270,5,3,0,1,0,1,1,2,245209
191,190,3,3,1,0,0,0,0,1,129645
305,304,5,5,1,0,1,1,1,2,266864
438,383,7,8,1,1,1,1,1,2,373535
140,121,2,3,0,1,1,0,0,1,129191
151,139,2,3,0,0,0,0,1,2,136169
173,157,3,3,1,1,1,0,1,1,150171
259,243,5,3,1,1,1,1,1,1,241464
589,568,7,8,1,1,1,1,1,2,502043
226,204,3,3,1,1,0,1,0,2,184749
489,467,7,5,1,1,1,1,1,3,397952
231,206,5,2,1,1,0,1,1,1,206803
292,253,4,2,1,1,1,1,1,1,256927
318,318,5,4,1,0,1,1,1,1,305962
236,205,5,5,1,1,1,1,1,2,217339
584,568,7,4,1,1,1,1,1,3,493472
211,180,3,2,1,1,0,1,1,1,182774
126,111,2,1,1,1,1,0,0,2,120516
410,400,6,4,1,1,1,1,1,1,343501
203,179,3,1,1,1,0,0,1,1,168024
192,164,4,3,1,1,1,1,1,2,199132
158,140,2,1,0,0,0,0,0,2,100781
224,219,4,4,1,0,1,1,1,1,197605
214,199,3,2,1,0,0,0,1,2,169288
209,187,3,4,1,1,1,0,0,1,172435
151,129,3,4,1,0,0,1,0,1,124037
329,286,5,2,1,1,1,1,1,2,295385
236,206,4,5,1,1,1,1,1,1,212898
324,308,5,3,1,1,1,1,1,1,278790
163,156,2,2,1,1,1,0,0,2,124120
202,196,3,1,1,0,1,0,0,2,132079
139,138,1,1,0,0,1,0,0,2,85699
133,118,2,1,1,0,1,0,0,2,99434
319,316,5,4,1,1,1,1,1,2,280151
139,122,2,2,1,1,0,0,0,1,105912
235,228,5,3,1,1,1,1,1,1,208219
694,660,8,9,1,1,1,1,1,3,552247
223,208,4,3,1,1,1,1,1,2,223269
322,313,5,3,1,1,1,1,1,1,264029
182,172,3,4,1,0,1,0,1,2,149230
304,265,6,7,1,1,1,1,1,1,267047
139,131,1,1,0,1,0,0,0,0,108227
176,155,3,3,0,1,1,0,0,2,138858
356,341,5,3,1,1,1,1,1,1,287372
167,146,2,3,0,1,0,1,0,1,145467
162,140,2,1,1,0,1,0,0,1,141758
248,241,5,5,1,1,1,1,1,2,222735
312,299,5,3,1,1,1,0,1,1,246575
166,142,2,1,0,1,1,0,0,2,124836
131,131,2,3,0,0,1,0,1,2,95398
134,123,2,2,0,0,0,0,0,0,77619
420,393,6,4,1,1,1,1,0,1,289996
260,254,4,5,1,1,1,1,1,1,214027
221,221,3,4,1,0,0,0,0,2,167457
286,267,4,2,0,1,0,1,1,2,241415
475,389,8,9,1,1,1,1,1,2,400101
239,235,4,5,0,1,0,1,1,3,199110
143,142,1,2,0,0,0,0,0,1,110697
202,182,3,3,1,0,0,0,0,1,134344
267,261,5,3,1,1,1,0,1,2,211455
233,202,3,4,1,1,0,0,0,2,163408
204,194,3,4,1,0,1,0,0,2,143950
230,227,5,4,1,1,1,1,1,2,191800
135,128,1,2,0,0,1,0,0,2,96113
191,188,4,3,0,0,1,1,0,2,165115
338,289,5,3,1,1,1,1,1,2,283455
215,184,3,3,0,1,0,1,1,2,181348
114,101,1,1,1,0,1,0,0,1,91595
225,198,3,1,1,1,0,0,0,1,162589
349,320,5,2,1,1,1,1,1,2,284644
304,275,4,2,0,1,1,0,1,3,243183
157,146,2,3,0,1,1,0,0,2,140575
349,333,5,5,1,1,1,1,1,2,295697
127,111,2,1,0,1,0,1,0,2,117479
284,276,5,3,0,1,1,1,1,3,265901
168,144,3,3,1,1,0,1,0,2,136777
249,244,4,2,1,1,1,0,1,3,207523
129,115,1,1,1,1,0,1,0,0,108001
556,462,8,8,1,1,1,1,1,2,456215
109,106,1,1,1,0,0,0,0,0,72954
219,207,3,4,1,1,0,0,1,1,188668
727,582,8,6,1,1,1,1,1,3,544796
185,175,3,2,0,0,0,0,0,2,143515
223,194,3,1,1,1,1,0,1,1,181123
109,106,1,2,0,0,0,0,0,2,74825
352,332,5,2,1,1,1,1,1,3,306729
251,240,4,3,1,1,1,0,1,2,212986
243,209,4,2,1,1,0,1,1,2,204524
237,214,5,2,1,1,1,1,1,2,214328
229,205,3,3,0,1,0,0,0,1,168871
213,213,3,4,1,0,1,0,0,1,129574
186,165,2,1,0,1,0,0,1,0,154330
228,203,4,5,1,1,1,1,1,3,203551
460,410,6,4,1,1,1,1,1,1,381628
261,227,4,4,0,1,0,1,0,2,205156
194,168,3,2,1,0,0,1,0,1,136845
180,154,3,4,1,0,0,0,1,1,138425
229,215,4,3,1,1,0,1,0,3,165056
206,195,3,1,0,0,1,0,1,1,147900
117,103,1,2,0,1,0,0,0,0,86029
136,134,1,2,0,0,1,0,0,1,86536
185,165,3,4,1,1,0,1,1,2,181359
210,187,3,4,1,0,1,0,0,1,154769
289,272,4,4,0,1,1,1,1,2,250807
282,248,4,2,1,1,1,1,1,2,252996
232,218,5,2,1,1,1,1,1,2,207751
242,229,4,3,1,1,1,1,1,2,218376
143,133,1,1,1,1,0,0,0,1,101359
258,234,5,3,1,1,1,1,1,2,251966
245,218,4,5,0,1,1,1,1,3,221809
260,259,4,2,0,0,1,1,1,2,235414
280,258,4,5,1,1,1,1,0,3,215958
441,418,7,7,1,1,1,1,1,3,360620
159,150,3,3,1,1,0,0,1,1,132650
170,159,2,2,1,1,0,0,0,0,116094
166,165,3,2,0,0,1,0,1,2,135121
234,216,4,5,1,1,1,1,1,2,235994
279,262,5,3,1,1,1,1,1,2,250035
472,441,7,5,1,1,1,1,1,2,368908
177,158,3,3,1,1,1,0,1,1,167456
299,299,4,5,1,1,1,1,1,3,249982
273,238,4,3,1,1,0,1,1,3,230640
298,265,4,5,1,1,0,1,1,2,262747
269,242,4,3,1,1,1,1,1,3,248675
346,308,6,6,1,1,1,1,1,1,286186
179,167,3,1,1,1,0,0,0,1,171863
175,172,3,4,1,0,1,0,0,1,127735
151,129,2,2,0,1,0,0,0,0,105893
305,282,4,3,1,1,1,1,0,3,243974
264,253,4,2,1,1,1,1,1,2,241054
209,184,4,2,1,1,1,1,1,2,186510
264,225,5,4,1,1,1,0,1,2,212131
192,188,4,4,1,1,0,0,1,3,142937
218,190,4,3,1,1,1,1,0,3,194863
328,289,5,2,1,1,1,1,1,3,297371
360,360,5,2,1,0,1,1,1,3,290591
276,267,5,4,1,1,1,1,1,2,303787
418,381,7,6,1,1,1,1,1,2,337667
303,291,4,3,1,1,1,1,1,3,250905
126,122,2,2,0,0,0,0,0,1,77452
204,203,3,4,0,0,1,0,0,2,132657
264,254,4,2,0,1,1,0,1,3,207868
376,350,6,4,1,1,1,1,1,3,303214
166,144,2,1,0,0,1,0,0,1,128443
199,189,3,2,1,1,0,0,1,1,160488
182,162,3,4,0,1,0,0,1,1,138261
304,273,5,2,1,1,1,1,1,1,277280
210,202,4,2,1,1,1,1,0,3,155156
292,288,5,5,1,1,1,1,1,3,281493
150,138,1,1,0,1,1,0,0,1,134245
344,295,5,4,1,1,1,1,1,3,279774
243,238,4,5,1,0,1,1,0,3,171746
256,239,4,4,0,1,1,0,1,2,204618
124,109,2,3,0,1,0,0,0,2,79158
253,234,4,4,1,1,0,1,1,2,210848
276,276,4,2,1,1,1,0,1,2,218119
275,263,5,5,1,1,1,1,1,3,228265
121,113,1,2,0,1,0,0,0,0,92670
207,187,3,3,1,1,1,0,1,1,162174
326,288,5,5,1,1,1,1,1,3,297141
431,387,7,8,1,1,1,1,1,2,378182
112,104,1,1,1,0,0,0,0,0,69492
272,254,5,3,1,1,1,1,1,2,238963
235,217,5,3,1,1,1,1,1,1,218468
308,296,4,4,1,1,1,1,1,3,244402
139,135,2,2,1,0,0,0,0,2,86294
319,290,5,4,1,1,1,0,0,1,228836
333,291,5,5,0,1,1,1,1,3,271829
181,177,2,2,0,0,0,0,0,1,126911
212,182,4,4,1,1,1,0,1,2,172691
181,168,3,3,1,0,0,0,1,1,134748
104,104,1,1,0,0,0,1,0,0,95378
243,228,4,3,1,1,1,1,1,3,213459
142,127,1,2,1,0,0,0,0,2,102963
255,225,4,5,1,1,1,0,1,3,210736
203,188,3,4,0,1,0,1,0,2,156460
291,248,5,5,1,1,1,1,1,3,272203
108,102,1,2,0,1,0,0,0,0,74438
155,149,2,3,0,0,0,0,1,0,113225
191,174,3,2,0,0,1,0,0,2,147564
541,461,7,5,1,1,1,1,1,2,432366
183,163,3,4,0,0,1,0,1,2,147891
516,488,7,4,1,1,1,1,0,3,377496
212,203,3,4,0,1,0,1,0,1,174726
197,181,4,4,0,1,1,1,1,2,183821
213,201,3,1,0,0,0,1,1,2,173804
418,413,6,7,1,1,1,1,1,1,340831
287,270,5,5,1,1,1,1,1,2,254180
383,345,6,6,1,1,1,1,1,3,325202
128,128,2,2,0,0,1,0,0,0,83743
279,270,5,2,1,1,1,1,1,2,236011
250,216,4,4,1,1,1,1,1,3,224755
257,236,4,3,1,1,1,1,1,2,219882
256,233,4,2,1,1,1,1,1,2,221308
271,243,5,2,1,1,1,1,1,1,255634
224,220,3,1,0,0,0,0,1,1,174217
313,298,5,4,1,1,1,1,1,1,259637
290,268,4,5,1,1,1,1,1,3,248093
238,205,3,4,1,1,0,0,1,2,193914
311,304,5,5,1,1,1,1,1,1,251227
284,253,4,3,1,1,0,1,1,2,243293
617,607,8,7,1,1,1,1,1,2,530338
159,159,3,4,1,0,1,0,1,1,134161
219,210,3,4,1,1,1,0,0,2,171488
123,115,1,2,0,0,0,0,0,0,67293
264,226,5,2,1,1,1,1,0,2,198375
359,313,5,5,1,1,1,1,1,1,311011
244,236,5,4,1,1,1,1,1,1,224821
214,182,4,3,1,1,1,1,1,3,183656
227,203,4,2,1,1,1,1,0,3,186912
157,153,3,4,1,0,0,0,0,2,133107
257,237,4,4,1,1,1,1,1,3,229497
306,283,5,5,1,1,1,1,1,2,265154
279,256,4,4,1,1,1,1,1,3,241959
302,266,5,5,1,1,1,1,0,3,242277
282,275,5,2,1,1,0,1,1,1,233084
243,230,5,2,1,1,1,1,1,1,217156
138,131,1,1,0,1,0,0,0,0,120335
226,203,4,5,1,1,1,0,1,3,193042
147,131,1,2,0,0,0,0,0,0,96218
117,113,1,1,0,0,0,0,0,2,85233
170,157,3,2,1,1,0,1,0,2,145201
347,331,5,5,1,1,0,1,1,3,287957
240,212,4,2,1,1,1,1,1,3,200309
299,279,5,4,1,1,1,1,1,1,257855
308,291,5,2,1,1,1,1,1,3,260200
227,219,3,3,1,1,1,0,1,2,177185
209,209,3,3,0,0,0,0,1,1,150125
141,127,2,3,1,0,0,1,0,1,110964
238,223,3,2,0,1,0,0,1,1,190143
166,147,3,3,1,1,1,0,1,1,188154
147,127,1,2,1,1,0,1,0,0,110828
318,275,5,2,0,1,1,0,1,3,235425
235,203,3,3,0,1,0,0,1,1,194607
307,263,5,3,1,1,1,0,1,2,240162
140,139,1,2,0,0,0,0,0,0,97545
126,112,1,2,0,1,0,0,0,2,111156
167,160,2,2,0,1,0,0,1,0,141026
269,256,4,5,1,1,1,0,1,3,205252
235,227,4,5,1,1,0,1,1,2,200810
130,112,1,2,1,0,0,0,0,2,73721
464,428,8,6,1,1,1,1,1,2,392746
277,247,4,5,1,1,0,1,0,3,207798
265,262,4,4,1,1,0,0,1,3,202572
324,306,5,2,1,1,1,1,1,1,264697
237,226,4,4,0,1,1,1,1,3,211509
209,198,4,2,1,1,1,1,0,3,171651
284,265,5,2,1,1,1,1,1,3,252602
269,243,4,2,0,1,1,1,0,3,223458
130,120,2,1,1,1,0,0,0,1,99041
127,125,1,1,1,0,0,0,0,0,76940
195,183,3,3,0,1,0,0,1,2,155293
244,225,5,3,1,1,1,1,1,3,216423
240,239,4,3,1,0,1,1,1,3,204696
274,248,5,4,1,1,1,1,0,1,210481
454,412,6,6,1,1,1,1,1,3,374503
248,227,4,2,0,1,1,0,1,3,191440
171,171,3,4,0,0,0,1,1,2,144256
279,271,5,5,1,1,1,1,1,1,270125
130,113,1,2,1,1,0,1,0,1,95870
178,156,2,1,0,1,1,0,0,1,135966
196,188,4,5,1,1,1,1,0,2,164687
285,279,4,5,1,1,1,1,1,2,269106
125,118,2,1,0,1,0,0,0,0,93430
184,180,3,4,1,0,0,1,0,2,134254
264,242,4,5,1,1,1,0,1,3,263002
199,183,4,5,1,1,1,1,1,3,177902
151,151,3,4,1,0,0,0,1,2,136013
310,294,4,2,1,1,1,1,1,3,259814
